hanyu,pinyin,日本語,correct,hsk_level,explanation,w1,w2,w3,zero_based_correct_number,
内容,nei4 rong2,コンテンツ,コンテンツ,4,,あれ,あれ、あそこ,あそこ,3,
能力,neng2 li4,能力,能力,4,,こんにちは、誠に申し訳ございません,ありがとうございます,いただきます,0,
年龄,nian2 ling2,年齢,年齢,4,,出世する,出願する,出前を取る,2,
农村,nong2 cun1,田舎,田舎,4,,何かなくした,いいね,その通りです,2,
弄,nong4,得,得,4,,おばあさん,おばさん,祖父,1,
暖和,nuan3 huo5,暖かい,暖かい,4,,イス,机,妻,1,
偶尔,ou3 er3,時には,時には,4,,東京,ニューヨーク,ロンドン,3,
排列,pai2 lie4,配列する,順番に並べる,4,,本気,すみません,パソコン,2,
判断,pan4 duan4,裁判官,判断する,4,,不気味,不味い(まずい),〜しないで,2,
陪,pei2,添え,お供する,4,,なぜなら,しかしながら,とりわけ,3,
批评,pi1 ping2,批判,批判する,4,,野菜,果物,水,1,
皮肤,pi2 fu1,皮膚,皮膚,4,,コーヒー,水,お湯,2,
脾气,pi2 qi4,気性,気性,4,,喉が渇く,飲む,料理を作る,1,
篇,pian1,作品,作品,4,,電車,船,税金をだす,2,
骗,pian4,騙し,騙す、騙し取る,4,,パソコンで遊ぶ,テレビを見る,はがきを出す,1,
乒乓球,ping1 pang1 qiu2,卓球,卓球,4,,小さい,空,電車,0,
平时,ping2 shi2,通常,通常,4,,ですか？,ホテル,すみません,0,
瓶子,ping2 zi5,ボトル,ボトル,4,,分,秒,起きる,1,
破,po4,壊す,壊す,4,,映画,テレビ,郵便局,1,
普遍,pu3 bian4,広範,広範,4,,映画,パソコン,郵便局,0,
其次,qi2 ci4,第二に,第二に,4,,テレビ,パソコン,郵便局,1,
其中,qi2 zhong1,間で,間で,4,,東西南北,左右,上下,2,
起飞,qi3 fei1,離陸,離陸する、急速に発展する,4,,お城,ホテル,すみません,1,
起来,qi3 lai5,アップ,アップ,4,,買う,売る,叫ぶ,0,
气候,qi4 hou4,気候,気候,4,,おはようございます,どういたしまして,眠れません,1,
千万,qian1 wan4,十万人,【副詞】ぜひとも、ぜったいに,4,,どうする,おはよう,ごめんなさい,3,
签证,qian1 zheng4,ビザ,ビザ,4,,食べすぎ,吐く,気持ちが悪い,0,
墙,qiang2,壁,壁,4,,留年,年長の子供,年寄り,2,
敲,qiao1,ノック,ノック,4,,知らない,小籠包,上海,0,
桥,qiao2,ブリッジ,ブリッジ,4,,大小の銭,きっと大丈夫,ごめんください,0,
巧克力,qiao3 ke4 li4,チョコレート,チョコレート,4,,他人,身内,双子,1,
亲戚,qin1 qi5,相対,親戚,4,,3,4,1,3,
轻,qing1,ライト,軽い、若い,4,,コンサート,いただきます,廊下,3,
轻松,qing1 song1,リラックス,リラックス,4,,電車,タクシー,バス,0,
情况,qing2 kuang4,状況,状況,4,,時,秒,置き時計,2,
请假,qing3 jia4,休暇を依頼する,休暇を依頼する,4,離合詞(離合動詞),悪い,逃げる,高い,1,
请客,qing3 ke4,夕食,夕食,4,,【量詞】冊,弟,皆,1,
穷,qiong2,貧しい,貧しい,4,,図書館,公務員,図画工作,1,
区别,qu1 bie2,違い,違い,4,,猫,パンダ,人間,0,
取,qu3,取り,取り,4,,日本語,英語,韓国語,2,
全部,quan2 bu4,完成,完成,4,,嫌い,女性,女子高生,1,
缺点,que1 dian3,短所,短所,4,,喉が渇く,嫌い,わからない,1,
缺少,que1 shao3,不足,不足,4,,なぜならば,それこそ,またもや,1,
却,que4,しかし,しかし,4,,日本猫,天狗がネコと遊ぶ,天狗のネコ,0,
确实,que4 shi2,真に,真に,4,,辺,変,それでもなお,0,
群,qun2,グループ,【量詞】,4,,前,前向きに,皇后様,1,
然而,ran2 er2,但し,但し,4,,回り道をする,(帰らないで)遊ぶ,できる,1,
热闹,re4 nao5,活発,にぎわい、にぎやかだ、にぎわす,4,,車を運転する,家を回す,家で遊ぶ,0,
人民币,ren2 min2 bi4,人民元,人民元,4,,回り道をする,(帰らないで)遊ぶ,帰る,3,
任何,ren4 he2,すべての,すべての,4,,車,タクシー乗り場,バスターミナル,1,
任务,ren4 wu5,タスク,タスク,4,,電車,タクシー乗り場,バスターミナル,3,
扔,reng1,投げる,投げる,4,,なぜなら,それこそ,またもや,2,
仍然,reng2 ran2,やはり,やはり,4,,みなさん,和やかな,好む,3,
日记,ri4 ji4,日記,日記,4,,話す,静かに話す,飛ぶ,2,
入口,ru4 kou3,エントランス,エントランス,4,,どこから来ましたか,笑えない,名前を叫べ,0,
软,ruan3,ソフト,ソフト,4,,昨日,今年,今しがた,0,
散步,san4 bu4,散歩する,散歩する,4,,7,10,8,3,
森林,sen1 lin2,森,森,4,,閉める,帰る,見る,0,
沙发,sha1 fa1,ソファ,ソファ,4,,車を見つける,車を蹴る,車を売る,1,
商量,shang1 liang5,話し合い,相談する,4,,取引量,取引額,決別する,1,
伤心,shang1 xin1,悲しい,悲しい,4,,開ける,閉じる,消す,1,
稍微,shao1 wei1,少し,少し,4,,運ぶ,手に取る,速く動く,2,
社会,she4 hui4,コミュニティ,コミュニティ,4,,帰る,帰り道,遊ぶ,0,
深,shen1,深い,深い,4,,お医者さん,老いた先生,静かにする,2,
申请,shen1 qing3,申請する,申請する,4,,〜する予定,〜しなければならない,〜ほど,2,
甚至,shen4 zhi4,さえ,さえ,4,,暑い,水,起きる,2,
生活,sheng1 huo2,生活,生活,4,,外,帰る,先生,1,
生命,sheng1 ming4,生活,生活,4,,1,2,3,2,
省,sheng3,州,州,4,,5,7,8,2,
剩,sheng4,残り,残り,4,,パパ,おばあさん,ばあさん,3,
失败,shi1 bai4,故障,故障,4,,馬,母,味方,3,
失望,shi1 wang4,失望した,失望した,4,,売る,猫,ダンスする,1,
师傅,shi1 fu5,マスター,師匠、マスター,4,,イヌ,パンダ,鳥,3,
湿润,shi1 run4,湿る,湿って潤っている,4,,〜する予定,〜しなければならない,〜ほど,3,
狮子,shi1 zi5,ライオン,ライオン,4,日本の漢字だと、獅子(しし)と書く。,ごめんなさい、大変申し訳ございません,おはよう、元気にしてますか,閉じる,3,
十分,shi2 fen1,非常に,非常に,4,,麺麭(パン),拉麺(ラーメン),お昼ごはん,3,
实际,shi2 ji4,リアル,リアル,4,,来年,去年,昨日,3,
实在,shi2 zai4,真に,真に,4,,名字(みょうじ),茗荷(みょうが),名作,0,
食品,shi2 pin3,食べ物,食べ物,4,,あれ,これ,それ,3,
使用,shi3 yong4,使用,使用,4,,あそこ,ここ,それ,3,
试,shi4,テスト,テスト,4,,しかし,どの,どなた,3,
市场,shi4 chang3,市場,市場,4,,どこ,まれ,那覇,2,
适合,shi4 he2,フィット,合致する、フィットする,4,,泥(どろ),甘い,猫,1,
适应,shi4 ying4,合わせる,適応する,4,,熊(クマ),パンダ,〜でしょう,0,
世纪,shi4 ji4,世紀,世紀,4,,わたし,彼ら,ドイツ,3,
收,shou1,受け取る,受け取る,4,,人間,あなた,わたし,3,
收入,shou1 ru4,収入,収入,4,,息子,子どもたち,母親,1,
收拾,shou1 shi5,パック,パック,4,,息子,母,崩落,1,
首都,shou3 du1,首都,首都,4,,汚い,かわいい、愛らしい,漂う,0,
首先,shou3 xian1,最初の,最初の,4,,バナナ,ジュース,果物,2,
受不了,shou4 bu4 liao3,受け入れられない,受け入れられない,4,,8,9,10,3,
受到,shou4 dao4,苦しみ,苦しみ,4,,遅延,しかし,それこそ,1,
售货员,shou4 huo4 yuan2,店員,店員,4,,七,お金,〜してください,2,
输,shu1,負ける,負ける、送る、インプットする,4,,～できる,〜でしょ,忘れない,3,
熟悉,shu2 xi1,よく知っている,よく知っている,4,,帰り道,去年,昨日,3,
数量,shu4 liang4,数量,数量,4,,燃やす、焚き火,熱帯夜,煮詰める、考え抜く,3,
数字,shu4 zi4,デジタル,デジタル,4,,連絡,知っている,知らない,2,
帅,shuai4,元帥,元帥,4,,知らない,連絡,人,0,
顺便,shun4 bian4,ついでに,ついでに,4,,知らない,人,利用する,3,
顺利,shun4 li4,なめらかに,なめらかに,4,,1,2,0,3,
顺序,shun4 xu4,オーダー,オーダー,4,,シャンデリア,午前,午後,1,
说明,shuo1 ming2,説明,説明、説明する,4,,下の,中,右,0,
硕士,shuo4 shi4,修士号,修士,4,,午後,正午,馬に乗る,3,
死,si3,死にました,死ぬ,4,,近い,短い,長い,0,
速度,su4 du4,スピード,スピード,4,,これ,あれ,不思議,0,
塑料袋,su4 liao4 dai4,ビニール袋,ビニール袋,4,,誰,どこ,なぜ,3,
酸,suan1,酸っぱい,酸っぱい,4,,1,100,1000,2,
算,suan4,カウント,カウント,4,,リミット,置き時計,腕時計,0,
随便,sui2 bian4,カジュアル,カジュアル,4,"動詞は、離合詞(離合動詞)
接続詞もある。",けれども,それにしても,十,2,
随着,sui2 zhe5,とともに,とともに,4,,巻物,事,時間,1,
孙子,sun1 zi5,孫,孫,4,,眠る,起きる,お湯,3,
所有,suo3 you3,全て,全て,4,,リンゴ,ネコ,イヌ,2,
台,tai2,台湾,台、台湾,4,,起き上がる,目が覚める,覚醒する,0,
抬,tai2,リフト,持ち上げる、運ぶ,4,,起き上がる,目が覚める,覚醒する,0,
态度,tai4 du5,態度,態度,4,,説教する,生活する,戦う,0,
谈,tan2,話,話,4,,説教する,生活する,戦う,3,
弹钢琴,tan2 gang1 qin2,ピアノを弾く,ピアノを弾く,4,,1,2,3,0,
汤,tang1,スープ,スープ,4,,夕日,山,水,0,
趟,tang1,旅,旅,4,,その他,他人,人間,0,
躺,tang3,嘘,嘘,4,,天女,人間,彼,0,
讨论,tao3 lun4,話し合い,話し合い,4,,太っている,脂肪,大人,3,
讨厌,tao3 yan4,嫌い,嫌い,4,,天罰,天界,機関車,1,
特点,te4 dian3,機能,機能,4,,祈る,ささやく,話す,0,
提供,ti2 gong1,提供,提供,4,,祈る,ささやく,話す,2,
提前,ti2 qian2,進め,進め,4,,同窓会,学校,学ぶ,2,
提醒,ti2 xing3,思い出させ,思い出させ,4,,しかし,したがって,それこそ,3,
填空,tian2 kong4,空欄に記入,(欠員を)埋める、(解答用紙の)空欄を埋める,4,,彼,私達,彼女,3,
条件,tiao2 jian4,条件,条件,4,,私,彼,彼ら,0,
停止,ting2 zhi3,ストップ,停止する、止める、止まる、ストップする,4,,2,3,4,2,
挺,ting3,非常に,非常に,4,,歓迎する,応援する,ボランティア,3,
通过,tong1 guo4,によって,によって,4,,上,右,左,2,
通知,tong1 zhi1,お知らせ,お知らせ,4,,午前,正午,深夜,1,
同情,tong2 qing2,同情,同情,4,,雨が上がる,雨の中を歩く,雨宿りする,3,
推,tui1,プッシュ,押す,4,,お医者さん,教師,先手,0,
推迟,tui1 chi2,後回し,後回し,4,,昨日,明日,今年,1,
脱,tuo1,離陸,離れる、脱ぐ,4,,恋い焦がれる,熱中する,探す,3,
袜子,wa4 zi5,靴下,靴下,4,,大きい,短い,高い,2,
完全,wan2 quan2,完成,完成,4,,おばあさん,おばさん,祖母,2,
往,wang3,へ,【前置詞】へ,4,"往左去 左へ行く
往前去 前へ行く

住(zhu4)
往(wang3)",仕方ない,写す,感謝する,3,
往往,wang3 wang3,しばしば,しばしば,4,,一部,謝る,感謝する,2,
网球,wang3 qiu2,テニス,テニス,4,,一部,書く,写す,1,
网站,wang3 zhan4,ウェブサイト,ウェブサイト,4,,天体,天気,夜,3,
危险,wei1 xian3,危険な,危険、危険な,4,,大学,小学校,学ぶ,3,
味道,wei4 dao4,味,味,4,,みなさん,中学生,大人,3,
温度,wen1 du4,温度,温度,4,,学生,戦う,生きる,3,
文章,wen2 zhang1,記事,記事,4,,学生,校則,小学生,0,
握手,wo4 shou3,握手,握手,4,,2,3,4,1,
污染,wu1 ran3,汚染,汚染、汚染する,4,,2月,3月,4月,1,
无,wu2,無い,無い,4,,医者,病院,医療,1,
无聊,wu2 liao2,退屈,退屈,4,,教師、(学校の)先生,病院,正月,1,
无论,wu2 lun4,かかわらず、,かかわらず、,4,,お医者さん,人間,学校,0,
误会,wu4 hui4,誤解,誤解,4,,テーブル,デスク,子供,0,
西红柿,xi1 hong2 shi4,トマト,トマト,4,,ない,買う,もしもし,3,
吸引,xi1 yin3,引き付け,引き付け,4,,太陽,日,秒,1,
洗衣机,xi3 yi1 ji1,洗濯機,洗濯機,4,,国内,国外,またね,1,
咸,xian2,辛味,塩辛い、しょっぱい,4,鹹の簡体字で、「鹹」はカン・しおから(い)・から(い)・しおけ、という読みがある。,話す,ささやく,〜と申します,0,
现代,xian4 dai4,近代的,近代的,4,,何,全力,逃げる,1,
羡慕,xian4 mu4,羨望,羨望,4,,どれ,全力,逃げる,1,
限制,xian4 zhi4,制限事項,制限事項,4,,したがって,どれ,どこ,2,
香,xiang1,インセンス,香りがいい,4,,この,イス,机,3,
相反,xiang1 fan3,反して,反して,4,,日本,第三勢力,間,1,
详细,xiang2 xi4,詳しい,詳細だ,4,,午前,午後,イス,1,
响,xiang3,音,音,4,,イス,机,長い,2,
消息,xiao1 xi5,ニュース,ニュース、報道、消息,4,,イス,短い,ネコ,0,
小说,xiao3 shuo1,フィクション,小説,4,,書く,聴く,子供,0,
笑话,xiao4 hua4,ジョーク,ジョーク、嘲笑う、ばかな,4,,明日,今日,昨年・去年,0,
效果,xiao4 guo3,効果,効果,4,,逃げる,飛ぶ,行く,1,
辛苦,xin1 ku3,ハード,苦しい、ハード、苦労をかける,4,,怖い,戦う,笑う,1,
心情,xin1 qing2,気分,気分,4,,母,それこそ,父親,2,
信任,xin4 ren4,信頼,信頼,4,,百,黒,千,1,
信心,xin4 xin1,信頼,信頼,4,,白,黒,万,3,
信用卡,xin4 yong4 ka3,クレジットカード,クレジットカード,4,,禁止する,彼ら,タクシー,0,
兴奋,xing1 fen4,興奮,興奮,4,《兴》(xing4) は、興の簡体字。,ニュース,マスコミ,赤ちゃん,1,
行,xing2,行,行,4,,【前置詞】に〜(対して),【前置詞】〜に・〜へ、〜まで,強い,3,
醒,xing3,モーニングコール,目覚める、正気に戻る,4,,【助動詞】〜しろ・〜して,けれど,分かれ道,2,
性别,xing4 bie2,性別,性別,4,,短い,飛ぶ,歌う,0,
性格,xing4 ge2,文字,性質,4,,長い,短い,着る・穿く,1,
幸福,xing4 fu2,幸せ,幸せ,4,,キスする,噛む,噛み砕く,1,
修,xiu1,リペア,整える、修理する,4,,キスする,船,電車,1,
许多,xu3 duo1,多くの,多くの,4,,電車,飛行機,タクシー,3,
血,xue4,血液,血液,4,,字,子供,大家,3,
压力,ya1 li4,圧力,圧力,4,,この次は,この次に,前回は,0,
牙膏,ya2 gao1,歯磨,歯磨き粉(ペースト状のもの),4,,【前置詞】に〜(対して),【前置詞】〜に・〜へ、〜まで,大勢の人々,2,
亚洲,Ya4 zhou1,アジア,アジア,4,,正しい,怒る,太る,0,
呀,ya5,うん,うん,4,,そうです、その通り,悪くはない,間違っている,2,
盐,yan2,塩,塩,4,,いいね,悪くはない,間違っている,2,
严格,yan2 ge2,厳密,厳密,4,,悪くない,そうです,間違っている,1,
严重,yan2 zhong4,深刻,深刻,4,,バレーボールをする,サッカーをする,卓球をする。,2,
研究生,yan2 jiu1 sheng1,卒業生,大学院生,4,,彼ら,彼,大家(おおや),0,
演出,yan3 chu1,ショー,公演する、上演する,4,,したがって,なぜなら,また,3,
演员,yan3 yuan2,俳優,俳優,4,,【前置詞】に〜(対して),なぜならば,まったく,0,
阳光,yang2 guang1,日光,日光,4,,の,特別な,とりわけ,2,
养成,yang3 cheng2,養う,養う,4,,【結果補語】〜してわかる,兄弟,等しい,0,
样子,yang4 zi5,外観,外観,4,,兄,姉,妹,3,
邀请,yao1 qing3,招待する,招待する,4,,しかし,弟,好き,0,
钥匙,yao4 shi5,キー,鍵、キー,4,,映画のスケジュール,電車のチケット,電車の時刻表,0,
也许,ye3 xu3,多分,多分,4,,決して,対して,笑う,2,
页,ye4,ページ,ページ,4,,【前置詞】〜に・〜へ、〜まで,とりわけ,友達,1,
叶子,ye4 zi5,葉,葉、葉っぱ,4,,ホテル,列車,タクシー,3,
一切,yi2 qie4,すべて,すべて,4,,ふつうに,飛行機,空港,0,
以,yi3,とともに,とともに,4,,公務員,先生,医者,1,
亿,yi4,一億,一億,4,,低い,短い,笑う,0,
意见,yi4 jian4,意見,意見,4,,話す、講義する,訴え、告訴,訴える、告訴する,0,
艺术,yi4 shu4,アート,芸術、アート,4,,弟,空,海,2,
因此,yin1 ci3,故に,故に,4,,けれど,生きる,希望,3,
饮料,yin3 liao4,飲物,飲物,4,,電車,機関車,タクシー,3,
引起,yin3 qi3,原因,原因,4,,キロメートル,会社,会社員,2,
印象,yin4 xiang4,印象,印象,4,,キログラム,キロメートル,メートル,1,
赢,ying2,勝利,勝利,4,,学校,駅,宿舎,3,
硬,ying4,ハード,ハード,4,,安い,貴社,あなた,0,
勇敢,yong3 gan3,勇敢,勇敢,4,,さらに,けれど,事実,1,
永远,yong3 yuan3,永久に,永久に,4,,過ぎる,子供,大人,0,
优点,you1 dian3,利点,利点,4,,過ぎる,さらに,隠し子,0,
优秀,you1 xiu4,優秀,優秀,4,,マズイ,辛い,大好き,3,
幽默,you1 mo4,ユーモア,ユーモア、ユーモラスだ,4,,語る,高い,安い,1,
由,you2,によって,によって,4,,更地(さらち),リアル,平和,3,
由于,you2 yu2,なぜなら,なぜなら,4,,香港,本物,高い,2,
尤其,you2 qi2,特に、,特に、,4,,感謝する,またね,嬉しい,2,
有趣,you3 qu4,面白い,面白い,4,,家に帰る,寄り道する,頭がいい,1,
友好,you3 hao3,優しい,優しい,4,,非常に,飛行機,空,2,
